acc	feature	start..end	content_fraction	content_count	 length
P53563	prediction-lip-priority	7..28,55..62	0.129	30	
P80457	prediction-low_complexity-seg	30..49,166..180,807..816,1064..1077	0.044	59	
P80457	prediction-disorder-iups	1..5,102..103,191..194,198..209,212..212,215..217,558..576,1075..1075,1294..1295,1328..1332	0.041	54	
P80457	prediction-disorder-jronn	93..98,131..142,191..202,293..302,306..307,419..424,561..585,714..728,863..876,900..910,980..988,1033..1048,1058..1084,1127..1137,1212..1228,1282..1305	0.163	217	
P80457	prediction-disorder-vsl	1..4,17..20,94..95,102..107,133..137,167..228,423..428,494..500,527..541,550..560,563..574,618..621,642..645,675..680,712..725,754..760,797..803,866..875,980..985,1033..1041,1064..1080,1104..1110,1142..1146,1213..1225,1284..1284,1286..1293,1300..1300,1302..1302,1330..1332	0.193	257	
P80457	prediction-disorder-glo	1..1,3..3,38..50,110..117,162..184,193..211,293..294,353..356,362..363,384..385,495..503,530..540,567..574,635..648,795..802,866..871,892..895,897..901,906..914,1031..1038,1067..1080,1105..1111,1131..1146,1215..1231,1317..1323,1326..1326,1328..1328	0.165	220	
P80457	prediction-disorder-dis465	1..4,106..110,424..426,566..571,1067..1079,1216..1220,1329..1332	0.03	40	
P80457	prediction-disorder-disHL	1..7,9..25,37..46,91..94,105..115,224..224,228..234,247..259,261..261,317..325,355..364,372..399,410..411,423..431,440..447,495..502,527..536,563..565,567..568,618..628,638..642,670..676,700..707,717..720,779..784,794..805,817..825,837..841,843..843,864..868,957..966,977..993,1063..1076,1078..1078,1103..1111,1216..1224,1255..1264,1284..1302,1317..1332	0.254	338	
P80457	prediction-disorder-espN	1..3,90..95,107..112,171..176,203..210,292..297,496..505,563..575,639..646,796..801,866..872,1032..1040,1068..1083,1103..1112,1213..1223,1257..1263,1285..1292,1298..1300	0.107	143	
P80457	prediction-disorder-espX	1..4,1330..1332	0.005	7	
P80457	prediction-disorder-iupl	99..101,181..183,192..192,199..199,203..204,207..207,213..213,215..215,560..565,568..568,570..578,763..763,1073..1074,1289..1297	0.031	41	
P80457	homology-domain-pfam	234..411,419..523,587..693,704..1236,87..159,9..76	0.799	1064	
P80457	prediction-lip-anchor	122..123,279..279,513..522,632..634,1091..1094,1267..1274	0.021	28	
P80457	prediction-disorder-th_50	1..4,199..199,203..204,207..207,563..574,866..868,1067..1079,1216..1223,1289..1292,1330..1332	0.038	51	
P80457	prediction-low_complexity-merge	30..49,166..180,807..816,1064..1077	0.044	59	
P80457	homology-domain-merge	9..76,87..159,234..411,419..523,587..693,704..1236	0.799	1064	
P80457	curated-disorder-disprot	166..191	0.02	26	
P80457	curated-disorder-merge	166..191	0.02	26	
P80457	curated-disorder-priority	166..191	0.02	26	
P80457	curated-lip-disprot	166..191	0.02	26	
P80457	curated-lip-merge	166..191	0.02	26	
P80457	curated-lip-priority	166..191	0.02	26	
P80457	derived-binding_mode_disorder_to_disorder-mobi	1..1,166..191,532..536	0.024	32	
P80457	derived-binding_mode_disorder_to_disorder-priority	1..1,166..191,532..536	0.024	32	
P80457	derived-binding_mode_disorder_to_order-mobi	537..571,1287..1289,1316..1323	0.035	46	
P80457	derived-binding_mode_disorder_to_order-priority	537..571,1287..1289,1316..1323	0.035	46	
P80457	derived-lip-merge	195..221	0.02	27	
P80457	derived-missing_residues-priority	1..1,532..536	0.005	6	
P80457	derived-missing_residues-th_90	1..1,166..191,532..536	0.024	32	
P80457	derived-missing_residues_context_dependent-th_90	2..2,165..165,192..223,529..531,537..570,1316..1332	0.066	88	
P80457	derived-observed-priority	3..164,224..528,571..1315	0.91	1212	
P80457	derived-observed-th_90	3..164,224..528,571..1315	0.91	1212	
P80457	prediction-lip-priority	122..123,279..279,513..522,632..634,1091..1094,1267..1274	0.021	28	
P84092	prediction-disorder-iupl	143..149,151..151,153..154,225..229,231..236	0.048	21	
P84092	prediction-disorder-espN	1..3,121..125,140..144,225..240,328..328	0.069	30	
P84092	prediction-disorder-dis465	1..2,134..158,224..239,343..344,432..435	0.113	49	
P84092	prediction-disorder-disHL	1..2,4..4,7..13,38..50,54..57,141..165,190..190,210..212,226..246,254..274,280..299,308..332,341..347,372..383,390..398,409..421,428..430,432..435	0.439	191	
P84092	prediction-disorder-iups	1..2,140..141,143..151,231..233,433..435	0.044	19	
P84092	prediction-disorder-jronn	133..157,222..243,364..385	0.159	69	
P84092	prediction-disorder-glo	2..3,8..8,121..123,209..212,229..234,262..266,380..382,389..392,427..428,432..432	0.071	31	
P84092	prediction-disorder-espX	1..4,141..149,226..238,432..434	0.067	29	
P84092	prediction-disorder-vsl	1..2,136..154,222..243,256..262,361..369,376..381,431..435	0.161	70	
P84092	homology-domain-pfam	2..125,160..435	0.92	400	
P84092	prediction-lip-anchor	174..174,178..178,246..251	0.018	8	
P84092	prediction-disorder-th_50	1..2,140..151,153..154,225..239,432..434	0.078	34	
P84092	homology-domain-merge	2..125,160..434	0.917	399	
P84092	curated-disorder-disprot	130..158,223..239	0.106	46	
P84092	curated-disorder-ideal	1..158,218..244,256..260,376..380	0.448	195	
P84092	curated-disorder-merge	1..158,218..244,256..260,376..380	0.448	195	
P84092	curated-disorder-priority	1..158,218..244,256..260,376..380	0.448	195	
P84092	curated-lip-disprot	130..158	0.067	29	
P84092	curated-lip-merge	130..158	0.067	29	
P84092	curated-lip-priority	130..158	0.067	29	
P84092	derived-lip-merge	149..163	0.034	15	
P84092	derived-missing_residues-th_90	224..231	0.018	8	
P84092	derived-missing_residues_context_dependent-th_90	1..169,218..223,232..260,376..380	0.48	209	
P84092	derived-mobile-th_90	149..153,163..163	0.014	6	
P84092	derived-mobile_context_dependent-th_90	154..162	0.021	9	
P84092	derived-observed-priority	170..217,261..375,381..435	0.501	218	
P84092	derived-observed-th_90	170..217,261..375,381..435	0.501	218	
P84092	prediction-lip-priority	174..174,178..178,246..251	0.018	8	
Q9Y3D6	prediction-low_complexity-pfilt	122..148	0.178	27	
Q9Y3D6	prediction-disorder-espX	1..4,23..28,147..152	0.105	16	
Q9Y3D6	prediction-low_complexity-seg	124..147	0.158	24	
Q9Y3D6	prediction-disorder-jronn	20..34,98..112	0.197	30	
Q9Y3D6	prediction-disorder-vsl	1..8,17..32,63..70,101..110,146..152	0.322	49	
Q9Y3D6	prediction-disorder-iups	1..5,150..152	0.053	8	
Q9Y3D6	prediction-disorder-dis465	1..4,22..32,148..152	0.132	20	
Q9Y3D6	prediction-disorder-disHL	1..3,5..8,22..35,48..48,59..72,97..106,146..152	0.349	53	
Q9Y3D6	prediction-disorder-glo	5..5,9..10,143..143,147..147,149..149,151..152	0.053	8	
Q9Y3D6	prediction-disorder-espN	1..3,25..34,149..152	0.112	17	
Q9Y3D6	prediction-disorder-iupl	109..111	0.02	3	
Q9Y3D6	homology-domain-gene3d	1..151	0.993	151	
Q9Y3D6	homology-domain-pfam	34..62,71..123	0.539	82	
Q9Y3D6	prediction-disorder-th_50	1..3,23..32,149..152	0.112	17	
Q9Y3D6	prediction-low_complexity-merge	122..148	0.178	27	
Q9Y3D6	homology-domain-merge	1..151	0.993	151	
Q9Y3D6	prediction-transmembrane-uniprot	123..143	0.13815789473684212	21	
Q9Y3D6	curated-disorder-disprot	121..145	0.164	25	
Q9Y3D6	curated-disorder-merge	121..145	0.164	25	
Q9Y3D6	curated-disorder-priority	121..145	0.164	25	
Q9Y3D6	derived-missing_residues_context_dependent-th_90	122..123	0.013	2	
Q9Y3D6	derived-mobile-th_90	1..10,27..31,62..66,84..86,104..104,120..145	0.329	50	
Q9Y3D6	derived-mobile_context_dependent-th_90	11..26,32..61,67..83,87..103,105..119	0.625	95	
Q9Y3D6	derived-observed-priority	1..120	0.789	120	
Q9Y3D6	derived-observed-th_90	1..121,124..145	0.941	143	
P37727	homology-domain-pfam	218..521,8..75	0.572	372	
P37727	homology-domain-gene3d	1..98,182..601	0.797	518	
P37727	prediction-low_complexity-seg	123..140	0.028	18	
P37727	prediction-disorder-iupl	70..76,80..83,86..88,113..142,153..212,573..573,576..576,582..584,589..589,597..600,603..650	0.249	162	
P37727	prediction-disorder-vsl	1..6,84..92,110..212,306..311,512..515,533..535,555..559,575..650	0.326	212	
P37727	prediction-disorder-dis465	1..5,28..33,118..139,156..205,345..345,615..650	0.185	120	
P37727	prediction-disorder-disHL	1..8,28..31,85..92,160..167,176..212,215..223,247..251,264..281,344..349,421..424,430..439,457..463,465..465,472..482,527..541,624..650	0.274	178	
P37727	prediction-disorder-jronn	66..83,107..213,461..466,524..524,564..584,607..650	0.303	197	
P37727	prediction-disorder-glo	2..3,5..7,9..10,43..48,156..176,181..205,366..376,556..583,597..616,620..640,642..644,647..648	0.222	144	
P37727	prediction-disorder-espX	1..7,107..213,596..650	0.26	169	
P37727	prediction-disorder-iups	1..4,129..131,152..153,156..208,585..585,599..650	0.177	115	
P37727	prediction-disorder-espD	604..650	0.072	47	
P37727	prediction-disorder-espN	1..7,84..94,105..215,220..222,534..536,553..557,574..582,603..650	0.303	197	
P37727	prediction-lip-anchor	97..107,133..159,214..218,226..242,543..550,567..572,588..602,608..619,638..645	0.168	109	
P37727	prediction-disorder-mobidb_lite	156..208,603..650	0.155	101	
P37727	prediction-polyampholyte-mobidb_lite_sub	174..189	0.025	16	
P37727	prediction-polar-mobidb_lite_sub	190..208,618..650	0.08	52	
P37727	prediction-disorder-th_50	1..6,113..142,152..212,576..576,582..582,599..600,603..650	0.229	149	
P37727	homology-domain-merge	1..98,182..601	0.797	518	
P37727	prediction-low_complexity-merge	123..140	0.028	18	
P37727	curated-disorder-disprot	108..208,615..650	0.211	137	
P37727	curated-disorder-merge	108..208,615..650	0.211	137	
P37727	curated-disorder-priority	108..208,615..650	0.211	137	
P37727	derived-binding_mode_disorder_to_disorder-mobi	1..1,108..208,616..650	0.211	137	
P37727	derived-binding_mode_disorder_to_disorder-priority	1..1,108..208,616..650	0.211	137	
P37727	derived-binding_mode_disorder_to_order-mobi	209..210,341..344,533..538,607..607,615..615	0.022	14	
P37727	derived-binding_mode_disorder_to_order-priority	209..210,341..344,533..538,607..607,615..615	0.022	14	
P37727	derived-missing_residues-priority	1..1	0.002	1	
P37727	derived-missing_residues-th_90	1..1,108..208,616..650	0.211	137	
P37727	derived-missing_residues_context_dependent-th_90	2..2,64..73,107..107,209..210,341..344,531..538,602..615	0.062	40	
P37727	derived-observed-priority	3..63,74..106,211..340,345..530,539..601	0.728	473	
P37727	derived-observed-th_90	3..63,74..106,211..340,345..530,539..601	0.728	473	
P37727	prediction-disorder-priority	603..614	0.018	12	
P37727	prediction-lip-priority	97..107,133..159,214..218,226..242,543..550,567..572,588..602,608..619,638..645	0.168	109	
P08083	prediction-disorder-glo	1..4,6..7,11..94,97..112,308..314,378..379,382..383	0.302	117	
P08083	prediction-disorder-iupl	1..111,194..194	0.289	112	
P08083	prediction-disorder-iups	1..52,55..100,103..106,108..108,387..387	0.269	104	
P08083	prediction-disorder-espX	1..106	0.274	106	
P08083	prediction-disorder-espD	1..56	0.145	56	
P08083	prediction-disorder-espN	1..106,201..210,306..314	0.323	125	
P08083	prediction-low_complexity-seg	23..48,77..89,181..202,373..387	0.196	76	
P08083	prediction-disorder-jronn	1..108,183..199,248..262	0.362	140	
P08083	prediction-disorder-vsl	1..113,184..210,249..265,274..276,302..306,382..387	0.442	171	
P08083	prediction-low_complexity-pfilt	323..366	0.114	44	
P08083	prediction-disorder-dis465	1..7,27..41,188..194,384..387	0.085	33	
P08083	prediction-disorder-disHL	1..18,75..78,81..81,98..110,133..155,163..173,185..192,201..206,231..236,253..261,285..293,303..314,369..382,384..387	0.357	138	
P08083	homology-domain-pfam	190..380	0.494	191	
P08083	homology-domain-gene3d	188..387	0.517	200	
P08083	prediction-lip-anchor	8..23,41..52,54..69,91..98,114..124,176..181	0.178	69	
P08083	prediction-disorder-mobidb_lite	1..106	0.274	106	
P08083	prediction-polar-mobidb_lite_sub	23..51,64..87	0.137	53	
P08083	prediction-disorder-th_50	1..108	0.279	108	
P08083	prediction-low_complexity-merge	23..48,77..89,181..202,323..366,373..386	0.307	119	
P08083	homology-domain-merge	188..386	0.514	199	
P08083	curated-disorder-disprot	1..90	0.233	90	
P08083	curated-disorder-merge	1..90	0.233	90	
P08083	curated-disorder-priority	1..90	0.233	90	
P08083	curated-lip-disprot	1..90	0.233	90	
P08083	curated-lip-merge	1..90	0.233	90	
P08083	curated-lip-priority	1..90	0.233	90	
P08083	derived-missing_residues-th_90	67..90	0.062	24	
P08083	derived-observed-priority	91..387	0.767	297	
P08083	derived-observed-th_90	91..387	0.767	297	
P08083	prediction-lip-priority	91..98,114..124,176..181	0.065	25	
P11157	homology-domain-pfam	80..347	0.687	268	
P11157	homology-domain-gene3d	49..372	0.831	324	
P11157	prediction-low_complexity-seg	234..245	0.031	12	
P11157	prediction-disorder-iupl	22..25,28..31,36..39,55..56,58..71	0.072	28	
P11157	prediction-disorder-vsl	1..75,373..390	0.238	93	
P11157	prediction-disorder-dis465	1..5,8..8,33..43,58..70,387..390	0.087	34	
P11157	prediction-disorder-disHL	1..21,24..44,54..79,198..205,283..286,306..311,355..361,373..390	0.285	111	
P11157	prediction-disorder-jronn	3..4,39..75,378..384,387..387,389..389	0.123	48	
P11157	prediction-disorder-glo	2..2,5..6,9..10,30..37,61..71,381..382,384..384,386..386,388..388	0.074	29	
P11157	prediction-disorder-espX	1..71,386..390	0.195	76	
P11157	prediction-disorder-iups	1..7,26..34,36..42,54..72,384..390	0.126	49	
P11157	prediction-disorder-espN	1..5,30..38,54..78,377..390	0.136	53	
P11157	prediction-lip-anchor	1..9,19..25	0.041	16	
P11157	prediction-disorder-th_50	1..6,28..43,54..72,381..382,384..384,386..390	0.126	49	
P11157	homology-domain-merge	49..372	0.831	324	
P11157	prediction-low_complexity-merge	234..245	0.031	12	
P11157	curated-disorder-disprot	1..64,353..390	0.262	102	
P11157	curated-disorder-merge	1..64,353..390	0.262	102	
P11157	curated-disorder-priority	1..64,353..390	0.262	102	
P11157	curated-lip-disprot	353..390	0.097	38	
P11157	curated-lip-merge	353..390	0.097	38	
P11157	curated-lip-priority	353..390	0.097	38	
P11157	derived-missing_residues-th_90	1..64,353..383	0.244	95	
P11157	derived-missing_residues_context_dependent-th_90	65..67,349..352,384..390	0.036	14	
P11157	derived-mobile_context_dependent-th_90	384..390	0.018	7	
P11157	derived-observed-priority	68..348	0.721	281	
P11157	derived-observed-th_90	68..348	0.721	281	
P11157	prediction-lip-priority	1..9,19..25	0.041	16	
Q9Z0U4	prediction-disorder-vsl	18..26,138..163,218..221,269..276,288..291,326..326,416..418,432..462,483..491,515..520,549..549,555..562,623..625,693..701,740..748,783..785,823..830,896..991	0.24	238	
Q9Z0U4	prediction-disorder-glo	7..7,14..39,83..92,113..118,135..139,144..159,175..187,217..221,270..275,285..289,482..494,548..552,555..574,628..628,650..653,787..797,902..912,954..983	0.19	188	
Q9Z0U4	prediction-low_complexity-seg	2..14,590..607,666..678,693..699,802..817,857..875,911..930,942..970	0.136	135	
Q9Z0U4	prediction-disorder-espX	887..991	0.106	105	
Q9Z0U4	prediction-disorder-espD	937..988	0.052	52	
Q9Z0U4	prediction-disorder-dis465	1..1,19..24,140..162,271..271,454..459,483..488,695..699,782..785,897..920,939..979,988..990	0.121	120	
Q9Z0U4	prediction-disorder-disHL	1..1,17..38,55..62,67..78,82..94,103..113,144..162,212..221,269..273,284..296,310..317,337..358,365..368,380..383,433..439,457..465,486..486,489..500,542..550,565..573,695..706,742..753,786..796,830..830,892..924,935..940,948..991	0.321	318	
Q9Z0U4	prediction-disorder-espN	15..25,84..91,143..153,177..183,267..278,433..470,480..495,497..501,565..573,784..791,825..833,886..926,936..985,988..991	0.231	229	
Q9Z0U4	prediction-disorder-iups	25..26,28..30,155..161,451..453,457..458,460..460,901..922,939..991	0.094	93	
Q9Z0U4	prediction-disorder-iupl	155..158,451..451,456..456,491..492,895..926,932..934,939..940,942..986	0.091	90	
Q9Z0U4	prediction-disorder-jronn	2..30,143..165,271..292,339..351,434..462,485..493,741..758,889..988	0.245	243	
Q9Z0U4	prediction-low_complexity-pfilt	862..885,911..945	0.06	59	
Q9Z0U4	homology-domain-pfam	118..156,187..543,602..888	0.689	683	
Q9Z0U4	prediction-lip-anchor	1..7,170..175,389..392,469..478,876..883,928..934,942..950,978..991	0.066	65	
Q9Z0U4	prediction-disorder-mobidb_lite	897..922,939..991	0.08	79	
Q9Z0U4	prediction-polar-mobidb_lite_sub	897..914	0.018	18	
Q9Z0U4	prediction-proline_rich-mobidb_lite_sub	957..971	0.015	15	
Q9Z0U4	prediction-disorder-th_50	18..26,144..161,271..273,451..451,456..460,485..492,895..926,936..991	0.133	132	
Q9Z0U4	prediction-low_complexity-merge	2..14,590..607,666..678,693..699,802..817,857..885,911..970	0.157	156	
Q9Z0U4	homology-domain-merge	118..156,187..543,602..888	0.689	683	
Q9Z0U4	curated-conformational_diversity-codnas	96..159	0.065	64	
Q9Z0U4	curated-conformational_diversity-merge	96..159	0.065	64	
Q9Z0U4	curated-disorder-disprot	17..98	0.083	82	
Q9Z0U4	curated-disorder-merge	17..98	0.083	82	
Q9Z0U4	curated-disorder-priority	17..98	0.083	82	
Q9Z0U4	curated-lip-disprot	17..98	0.083	82	
Q9Z0U4	curated-lip-merge	17..98	0.083	82	
Q9Z0U4	curated-lip-priority	17..98	0.083	82	
Q9Z0U4	derived-mobile_context_dependent-th_90	96..159	0.065	64	
Q9Z0U4	derived-observed-priority	99..159	0.062	61	
Q9Z0U4	derived-observed-th_90	96..159	0.065	64	
Q9Z0U4	prediction-disorder-priority	897..922,939..991	0.08	79	
Q9Z0U4	prediction-lip-priority	1..7,170..175,389..392,469..478,876..883,928..934,942..950,978..991	0.066	65	
Q13485	prediction-lip-anchor	16..24,117..117,119..119,161..164,194..207,210..245,251..264,266..266,268..268,306..309,323..331	0.17	94	
Q13485	prediction-low_complexity-seg	45..55,287..300,446..466	0.083	46	
Q13485	prediction-disorder-dis465	1..9,27..32,174..182,184..194,204..209,223..225,245..253,264..265,267..269,284..288,445..463,550..552	0.154	85	
Q13485	prediction-disorder-disHL	1..5,7..14,28..33,60..72,81..87,140..142,173..174,181..190,340..346,380..391,420..423,506..517,545..552	0.176	97	
Q13485	prediction-disorder-espN	1..13,29..31,168..322,342..342,356..358,419..422,465..481,487..493,507..520,541..552	0.415	229	
Q13485	prediction-disorder-espX	1..14,151..256,545..552	0.232	128	
Q13485	prediction-disorder-iupl	1..5,159..161,163..170,173..307,310..310,547..547,550..552	0.283	156	
Q13485	prediction-low_complexity-pfilt	40..60,448..466	0.072	40	
